,CUI,STR,NAME_SAB,DEF,DEF_SAB,TUI,STY
690,C0304428,Phenylephrine bitartrate,SNOMEDCT_US,"The bitartrate salt form of phenylephrine, a direct-acting sympathomimetic amine chemically related to adrenaline and ephedrine with potent vasoconstricting activity. Phenylephrine is a post-synaptic alpha-adrenergic receptor agonist that causes vasoconstriction, increases systolic/diastolic pressures, reflex bradycardia, and increases stroke output.",NCI,T109,Organic Chemical
691,C0304430,Pseudoephedrine hydrochloride,SNOMEDCT_US,"The hydrochloride salt form of pseudoephedrine, a phenethylamine and an diastereomer of ephedrine with sympathomimetic property. Pseudoephedrine hydrochloride displaces norepinephrine from storage vesicles in presynaptic neurones, thereby releasing norepinephrine into the neuronal synapses where it stimulates primarily alpha-adrenergic receptors. It also has weak direct agonist activity at alpha- and beta- adrenergic receptors. Receptor stimulation results in vasoconstriction and decreases nasal and sinus congestion.",NCI,T109,Organic Chemical
692,C0304431,Pseudoephedrine sulfate,SNOMEDCT_US,"The sulfate salt form of pseudoephedrine, a phenethylamine and a diastereomer of ephedrine with sympathomimetic property. Pseudoephedrine sulfate displaces norepinephrine from storage vesicles in presynaptic neurones, thereby releasing norepinephrine into the neuronal synapses where it stimulates primarily alpha-adrenergic receptors. It also has weak direct agonist activity at alpha- and beta- adrenergic receptors. Receptor stimulation results in vasoconstriction and decreases nasal and sinus congestion.",NCI,T109,Organic Chemical
693,C0304441,Theophylline anhydrous,SNOMEDCT_US,,,T109,Organic Chemical
694,C0304489,Chlorothiazide sodium,SNOMEDCT_US,"The sodium salt form of chlorothiazide, a short-acting, benzothiadiazinesulfonamide derivative belonging to the class of thiazide diuretics. Chlorothiazide is excreted unchanged by the kidneys.",NCI,T109,Organic Chemical
695,C0304525,Guanadrel sulfate,SNOMEDCT_US,,,T109,Organic Chemical
696,C0304527,Methyldopate hydrochloride,SNOMEDCT_US,"The hydrochloride salt form of methyldopa, a phenylalanine derivate and aromatic amino acid decarboxylase inhibitor with antihypertensive activity. Methyldopa is a prodrug and is metabolized in the central nervous system. The antihypertensive action of methyldopa seems to be attributable to its conversion into alpha-methylnorepinephrine, which is a potent alpha-2 adrenergic agonist that binds to and stimulates potent central inhibitory alpha-2 adrenergic receptors. This results in a decrease in sympathetic outflow and decreased blood pressure.",NCI,T109,Organic Chemical
697,C0304561,Rhubarb preparation,SNMI,,,T109,Organic Chemical
698,C0306604,"lente insulin, pork",MTH,,,T116,"Amino Acid, Peptide, or Protein"
699,C0333301,Ischemic ulcer of skin due to arterial hypertension,SNOMEDCT_US,,,T047,Disease or Syndrome
700,C0338545,Neuropathy associated with hypoglycemia,SNOMEDCT_US,,,T047,Disease or Syndrome
701,C0339310,Iritis due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
702,C0339470,Visually threatening diabetic retinopathy,SNOMEDCT_US,,,T047,Disease or Syndrome
703,C0339471,Disorder of macula due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
704,C0339472,Advanced maculopathy due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
705,C0339473,Preproliferative diabetic retinopathy,RCD,,,T047,Disease or Syndrome
706,C0339474,Proliferative retinopathy with optic disc neovascularization due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
707,C0339475,Proliferative retinopathy with neovascularization elsewhere than the optic disc due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
708,C0339476,Traction detachment of retina due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
709,C0340062,Hyperreactive airway disease,SNOMEDCT_US,,,T047,Disease or Syndrome
710,C0340064,Allergic non-atopic asthma,RCD,,,T047,Disease or Syndrome
711,C0340067,Drug-induced asthma,SNOMEDCT_US,,,T047,Disease or Syndrome
712,C0340073,Factitious asthma,SNOMEDCT_US,,,T047,Disease or Syndrome
713,C0340076,Asthmatic pulmonary eosinophilia,SNOMEDCT_US,,,T047,Disease or Syndrome
714,C0341893,"Diabetes mellitus in mother complicating pregnancy, childbirth AND/OR puerperium",SNOMEDCT_US,,,T047,Disease or Syndrome
715,C0341896,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication",ICD9CM,,,T047,Disease or Syndrome
716,C0341897,pregnancy complicated by diabetes mellitus with baby delivered,MEDCIN,,,T047,Disease or Syndrome
717,C0341909,"Hypertension complicating pregnancy, childbirth and the puerperium",SNOMEDCT_US,,,T047,Disease or Syndrome
718,C0341934,Transient hypertension of pregnancy,SNOMEDCT_US,HYPERTENSION that develops as a result of PREGNANCY and regresses post partum. It is hypertension without PROTEINURIA or pathological EDEMA.,MSH,T046,Pathologic Function
719,C0342242,Disorder of glucose regulation,SNOMEDCT_US,,,T047,Disease or Syndrome
720,C0342245,Disorder of eye due to diabetes mellitus,SNOMEDCT_US,"What is diabetes? Diabetes is a disease in which your blood glucose, or blood sugar, levels are too high. Glucose comes from foods you eat. The cells of your body need glucose for energy. A hormone called insulin helps the glucose get into your cells. With type 1 diabetes, your body doesn't make insulin. With type 2 diabetes, your body doesn't make or use insulin well. Without enough insulin, glucose builds up in your blood and causes high blood glucose levels. What eye problems can diabetes cause? Over time, high blood glucose may damage the blood vessels and lenses in your eyes. This can lead to serious diabetic eye problems which can harm your vision and sometimes cause blindness. Some common diabetic eye problems include:  Diabetic retinopathy, which is the leading cause of blindness in American adults. It affects blood vessels in the retina (the light-sensitive layer of tissue in the back of your eye). The blood vessels may swell and leak fluid into your eye. If it's not treated, it can cause serious problems such as vision loss and retinal detachment, where the retina is pulled away from its normal position at the back of your eye. Diabetic macular edema (DME), which happens when blood vessels in the retina leak fluid into the macula (the part of the retina needed for sharp, central vision). This usually develops in people who already have other signs of diabetic retinopathy. Glaucoma, a group of eye diseases that can damage the optic nerve (the bundle of nerves that connects the eye to the brain). Glaucoma from diabetes happens when the blood vessels in the front of your eye are damaged, and new blood vessels grow near the iris (the colored part of your eye). The blood vessels block the space where fluid drains from your eye. This causes fluid to build up and pressure to increase inside your eye. Cataract, which is the leading cause of blindness worldwide. It happens when the clear lens in the front of your eye becomes cloudy. Cataracts are common as people age. But people with diabetes are more likely to develop cataracts younger and faster than people without diabetes. Researchers think that high glucose levels cause deposits to build up in the lenses of your eyes.  Who is more likely to develop diabetic eye problems? Anyone with diabetes can develop diabetic eye disease. But your risk of developing it is higher if you have diabetes and:  Have had diabetes for a long time Don't have good control over your high blood glucose or high blood pressure Are pregnant Have high blood cholesterol Smoke tobacco  What are the symptoms of diabetic eye problems? In the early stages, diabetic eye problems usually don't have any symptoms. That's why regular dilated eye exams are so important, even if you think your eyes are healthy. You should also watch for sudden changes in your vision that could be signs of an emergency. Call your eye care professional right away if you notice any of these symptoms:  Many new spots or dark wavy strings floating in your vision (floaters) Flashes of light A dark shadow over part of your vision, like a curtain Vision loss Eye pain or redness  Talk with your eye care professional if you have these symptoms, even if they come and go:  Spots or dark wavy strings floating in your vision Blurry or wavy vision Vision that changes a lot Trouble seeing colors  How are diabetic eye problems diagnosed? Eye care professionals do dilated eye exams to diagnose eye problems. A dilated eye exam uses eye drops to open your pupils wide so your eye care professional can look for signs of eye problems and treat them before they harm your vision. They will also test your vision and measure the pressure in your eyes. What are the treatments for diabetic eye problems? Treatment for diabetic eye problems depends on the problem and how serious it is. Some of the treatments include:  Lasers to stop blood vessels from leaking Injections (shots) in the eye to stop new, leaky blood vessels from growing Surgery to remove blood and scar tissue or replace a cloudy lens Eye drops to lower fluid pressure in the eye  But these treatments aren't cures. Eye problems can come back. That's why your best defense against serious vision loss is to take control of your diabetes and get regular eye exams. It's also important to keep your blood pressure and cholesterol in a healthy range. NIH: National Institute of Diabetes and Digestive and Kidney Diseases",MEDLINEPLUS,T047,Disease or Syndrome
721,C0342257,diabetes mellitus complications,CHV,"What is diabetes? If you have diabetes, your blood glucose, or blood sugar, levels are too high. Glucose comes from the foods you eat. A hormone called insulin helps the glucose get into your cells to give them energy.  With type 1 diabetes, your body does not make insulin. With type 2 diabetes, your body does not make or use insulin well. Without enough insulin, the glucose stays in your blood. What health problems can diabetes cause? Over time, having too much glucose in your blood can cause complications, including: Eye disease, due to changes in fluid levels, swelling in the tissues, and damage to the blood vessels in the eyes. Foot problems, caused by damage to the nerves and reduced blood flow to your feet. Gum disease and other dental problems, because a high amount of glucose in your saliva helps harmful bacteria grow in your mouth. The bacteria combine with food to form a soft, sticky film called plaque. Plaque also comes from eating foods that contain sugars or starches. Some types of plaque cause gum disease and bad breath. Other types cause tooth decay and cavities. Heart disease and stroke, caused by damage to your blood vessels and the nerves that control your heart and blood vessels. Kidney disease, due to damage to the blood vessels in your kidneys. Many people with diabetes develop high blood pressure. That can also damage your kidneys. Nerve problems (diabetic neuropathy), caused by damage to the nerves and the small blood vessels that nourish your nerves with oxygen and nutrients. Sexual and bladder problems, caused by damage to the nerves and reduced blood flow in the genitals and bladder. Skin conditions, some of which are caused by changes in the small blood vessels and reduced circulation. People with diabetes are also more likely to have infections, including skin infections.  What other problems can people with diabetes have? If you have diabetes, you need to watch out for blood glucose levels that are too high (hyperglycemia) or too low for you (hypoglycemia). These can happen quickly and can become dangerous. Some of the causes include having another illness or infection and certain medicines. They can also happen if you don't get the right amount of diabetes medicines. To try to prevent these problems, make sure to take your diabetes medicines correctly, follow your diabetic diet, and check your blood glucose regularly. NIH: National Institute of Diabetes and Digestive and Kidney Diseases",MEDLINEPLUS,T047,Disease or Syndrome
